league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type
ITA-Serie A,2024,Roma,Angeliño,ESP,DF,28-097,1997,31,29,2547,28.3,2,1,3,2,0,0,1,0,1.1,1.1,2.6,3.8,48,146,127,0.07,0.04,0.11,0.07,0.11,0.04,0.09,0.13,0.04,0.13,standard
ITA-Serie A,2024,Roma,Artem Dovbyk,UKR,FW,27-294,1997,27,23,2069,23.0,11,2,13,9,2,2,0,0,11.3,9.7,2.3,12.0,21,15,157,0.48,0.09,0.57,0.39,0.48,0.49,0.1,0.59,0.42,0.52,standard
ITA-Serie A,2024,Roma,Bryan Cristante,ITA,MF,30-039,1995,23,17,1486,16.5,2,2,4,2,0,0,7,0,1.3,1.3,1.0,2.3,18,112,26,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14,standard
ITA-Serie A,2024,Roma,Devyne Rensch,NED,DF,22-083,2003,7,4,348,3.9,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.8,2,11,22,0.0,0.26,0.26,0.0,0.26,0.02,0.2,0.22,0.02,0.22,standard
ITA-Serie A,2024,Roma,Eldor Shomurodov,UZB,FW,29-286,1995,20,5,625,6.9,3,2,5,3,0,0,1,0,3.4,3.4,0.7,4.1,16,15,45,0.43,0.29,0.72,0.43,0.72,0.48,0.11,0.59,0.48,0.59,standard
ITA-Serie A,2024,Roma,Enzo Le Fée,FRA,MF,25-067,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1,standard
ITA-Serie A,2024,Roma,Gianluca Mancini,ITA,DF,28-359,1996,30,29,2513,27.9,1,0,1,1,0,0,5,0,1.3,1.3,0.9,2.2,43,126,23,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,standard
ITA-Serie A,2024,Roma,Leandro Paredes,ARG,MF,30-286,1994,19,12,1162,12.9,1,1,2,0,1,1,3,0,1.3,0.5,1.4,2.0,15,87,12,0.08,0.08,0.15,0.0,0.08,0.1,0.11,0.21,0.04,0.15,standard
ITA-Serie A,2024,Roma,Lorenzo Pellegrini,ITA,MF,28-296,1996,22,17,1456,16.2,2,1,3,1,1,1,4,0,4.5,3.7,2.1,5.8,24,54,75,0.12,0.06,0.19,0.06,0.12,0.28,0.13,0.41,0.23,0.36,standard
ITA-Serie A,2024,Roma,Lucas Gourna-Douath,FRA,MF,21-249,2003,3,2,167,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,7,7,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,standard
ITA-Serie A,2024,Roma,Manu Koné,FRA,MF,23-329,2001,27,24,1971,21.9,2,1,3,2,0,0,5,0,2.9,2.9,1.3,4.2,48,106,37,0.09,0.05,0.14,0.09,0.14,0.13,0.06,0.19,0.13,0.19,standard
ITA-Serie A,2024,Roma,Mario Hermoso,ESP,DF,29-297,1995,8,2,251,2.8,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,3,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
ITA-Serie A,2024,Roma,Mats Hummels,GER,DF,36-116,1988,13,11,914,10.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,4,26,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,standard
ITA-Serie A,2024,Roma,Matìas Soulé,ARG,"MF,FW",21-361,2003,20,15,1183,13.1,3,1,4,3,0,0,2,0,2.1,2.1,3.1,5.2,63,59,122,0.23,0.08,0.3,0.23,0.3,0.16,0.24,0.4,0.16,0.4,standard
ITA-Serie A,2024,Roma,Mile Svilar,SRB,GK,25-227,1999,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Roma,Niccolò Pisilli,ITA,MF,20-200,2004,23,11,1115,12.4,2,1,3,2,0,0,6,0,2.1,2.1,0.7,2.7,21,59,43,0.16,0.08,0.24,0.16,0.24,0.17,0.05,0.22,0.17,0.22,standard
ITA-Serie A,2024,Roma,Nicola Zalewski,POL,"DF,FW",23-078,2002,12,4,533,5.9,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,31,17,54,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,standard
ITA-Serie A,2024,Roma,Obite N'Dicka,CIV,DF,25-234,1999,31,31,2790,31.0,0,1,1,0,0,0,2,0,0.9,0.9,0.7,1.6,23,84,5,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,standard
ITA-Serie A,2024,Roma,Paulo Dybala,ARG,"FW,MF",31-147,1993,24,16,1417,15.7,6,3,9,3,3,3,2,0,6.4,4.0,5.0,9.0,41,79,122,0.38,0.19,0.57,0.19,0.38,0.4,0.32,0.72,0.25,0.57,standard
ITA-Serie A,2024,Roma,Samuel Dahl,SWE,"DF,MF",25-038,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Roma,Saud Abdulhamid,KSA,DF,25-267,1999,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09,standard
ITA-Serie A,2024,Roma,Stephan El Shaarawy,ITA,"DF,MF",32-166,1992,24,12,1034,11.5,3,3,6,3,0,0,2,0,2.4,2.4,1.0,3.4,40,44,74,0.26,0.26,0.52,0.26,0.52,0.21,0.08,0.29,0.21,0.29,standard
ITA-Serie A,2024,Roma,Tammy Abraham,ENG,FW,27-191,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Roma,Tommaso Baldanzi,ITA,"MF,FW",22-019,2003,24,4,690,7.7,1,1,2,1,0,0,2,0,1.3,1.3,0.9,2.2,35,21,50,0.13,0.13,0.26,0.13,0.26,0.17,0.11,0.28,0.17,0.28,standard
ITA-Serie A,2024,Roma,Victor Nelsson,DEN,DF,26-179,1998,4,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
ITA-Serie A,2024,Roma,Zeki Çelik,TUR,DF,28-053,1997,24,20,1641,18.2,0,2,2,0,0,0,3,0,0.5,0.5,1.3,1.8,19,68,68,0.0,0.11,0.11,0.0,0.11,0.02,0.07,0.1,0.02,0.1,standard
ITA-Serie A,2024,Torino,Aaron Ciammaglichella,ITA,MF,20-075,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Torino,Adam Masina,MAR,DF,31-099,1994,21,15,1497,16.6,1,2,3,1,0,0,5,0,0.4,0.4,0.3,0.7,13,62,7,0.06,0.12,0.18,0.06,0.18,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Torino,Adrien Tameze,CMR,"MF,DF",31-066,1994,17,8,599,6.7,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,14,23,20,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,standard
ITA-Serie A,2024,Torino,Alberto Paleari,ITA,GK,32-225,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Torino,Ali Dembélé,FRA,DF,21-096,2004,10,1,124,1.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,3,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Torino,Antonio Sanabria,PAR,FW,29-038,1996,23,14,1163,12.9,2,1,3,2,0,1,1,0,2.7,1.9,0.5,2.4,6,17,50,0.15,0.08,0.23,0.15,0.23,0.21,0.04,0.25,0.15,0.19,standard
ITA-Serie A,2024,Torino,Borna Sosa,CRO,DF,27-080,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,standard
ITA-Serie A,2024,Torino,Cesare Casadei,ITA,MF,22-091,2003,8,7,554,6.2,1,1,2,1,0,0,0,0,0.6,0.6,0.2,0.9,8,17,5,0.16,0.16,0.32,0.16,0.32,0.1,0.04,0.14,0.1,0.14,standard
ITA-Serie A,2024,Torino,Che Adams,SCO,FW,28-272,1996,29,24,2067,23.0,8,3,11,8,0,1,2,0,6.2,5.5,1.9,7.3,19,30,122,0.35,0.13,0.48,0.35,0.48,0.27,0.08,0.35,0.24,0.32,standard
ITA-Serie A,2024,Torino,Cristiano Biraghi,ITA,DF,32-222,1992,8,6,561,6.2,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,8,16,21,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,standard
ITA-Serie A,2024,Torino,Duván Zapata,COL,FW,34-010,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.0,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59,standard
ITA-Serie A,2024,Torino,Elif Elmas,MKD,FW,25-199,1999,7,6,506,5.6,4,0,4,4,0,0,0,0,0.7,0.7,0.3,1.0,18,11,28,0.71,0.0,0.71,0.71,0.71,0.13,0.06,0.19,0.13,0.19,standard
ITA-Serie A,2024,Torino,Eybi Nije,SWE,"FW,MF",19-332,2005,16,0,394,4.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,10,7,26,0.23,0.0,0.23,0.23,0.23,0.34,0.1,0.44,0.34,0.44,standard
ITA-Serie A,2024,Torino,Guillermo Maripán,CHI,DF,30-340,1994,21,20,1710,19.0,1,1,2,1,0,0,1,1,0.8,0.8,0.6,1.4,9,72,5,0.05,0.05,0.11,0.05,0.11,0.04,0.03,0.08,0.04,0.08,standard
ITA-Serie A,2024,Torino,Gvidas Gineitis,LTU,MF,20-361,2004,24,10,1019,11.3,3,1,4,3,0,0,3,0,0.9,0.9,1.8,2.7,12,28,38,0.26,0.09,0.35,0.26,0.35,0.08,0.16,0.24,0.08,0.24,standard
ITA-Serie A,2024,Torino,Ivan Ilić,SRB,MF,24-025,2001,14,8,742,8.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.6,23,33,35,0.12,0.0,0.12,0.12,0.12,0.11,0.08,0.19,0.11,0.19,standard
ITA-Serie A,2024,Torino,Karol Linetty,POL,MF,30-068,1995,24,15,1285,14.3,1,0,1,1,0,0,6,0,0.6,0.6,0.2,0.8,13,42,14,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,standard
ITA-Serie A,2024,Torino,Marcus Pedersen,NOR,DF,24-269,2000,24,13,1192,13.2,0,0,0,0,0,0,3,0,0.6,0.6,0.4,0.9,41,14,70,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,standard
ITA-Serie A,2024,Torino,Mërgim Vojvoda,KVX,DF,30-069,1995,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,18,64,34,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,standard
ITA-Serie A,2024,Torino,Nikola Vlašić,CRO,"MF,FW",27-189,1997,25,19,1745,19.4,4,4,8,3,1,1,0,0,2.2,1.4,2.0,3.4,46,81,94,0.21,0.21,0.41,0.15,0.36,0.11,0.1,0.22,0.07,0.18,standard
ITA-Serie A,2024,Torino,Raoul Bellanova,ITA,DF,24-329,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,5,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11,standard
ITA-Serie A,2024,Torino,Saba Sazonov,GEO,DF,23-069,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Torino,Samuele Ricci,ITA,MF,23-233,2001,30,30,2543,28.3,1,1,2,1,0,0,8,1,1.2,1.2,0.5,1.6,39,99,27,0.04,0.04,0.07,0.04,0.07,0.04,0.02,0.06,0.04,0.06,standard
ITA-Serie A,2024,Torino,Saúl Coco,EQG,DF,26-061,1999,29,29,2610,29.0,2,0,2,2,0,0,9,0,1.1,1.1,0.0,1.1,17,66,3,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,standard
ITA-Serie A,2024,Torino,Sebastian Walukiewicz,POL,DF,25-006,2000,24,18,1484,16.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,23,74,29,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Torino,Valentino Lazaro,AUT,"DF,FW",29-018,1996,29,23,2036,22.6,0,6,6,0,0,0,4,0,0.8,0.8,3.1,3.9,33,64,111,0.0,0.27,0.27,0.0,0.27,0.04,0.14,0.17,0.04,0.17,standard
ITA-Serie A,2024,Torino,Vanja Milinković-Savić,SRB,GK,28-050,1997,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Torino,Yann Karamoh,FRA,"MF,FW",26-277,1998,26,10,971,10.8,0,1,1,0,0,0,2,0,1.2,1.2,0.9,2.1,35,25,74,0.0,0.09,0.09,0.0,0.09,0.11,0.09,0.2,0.11,0.2,standard
ITA-Serie A,2024,Udinese,Alexis Sánchez,CHI,FW,36-113,1988,9,5,350,3.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,2,16,18,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,standard
ITA-Serie A,2024,Udinese,Arthur Atta,FRA,MF,22-087,2003,21,6,745,8.3,0,1,1,0,0,0,3,0,0.8,0.8,1.2,2.0,18,35,48,0.0,0.12,0.12,0.0,0.12,0.1,0.14,0.24,0.1,0.24,standard
ITA-Serie A,2024,Udinese,Brenner,BRA,"MF,FW",25-085,2000,9,5,386,4.3,1,2,3,1,0,0,0,0,0.6,0.6,0.5,1.1,5,7,16,0.23,0.47,0.7,0.23,0.7,0.15,0.11,0.26,0.15,0.26,standard
ITA-Serie A,2024,Udinese,Christian Kabasele,BEL,DF,34-046,1991,13,9,916,10.2,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,9,40,7,0.1,0.0,0.1,0.1,0.1,0.08,0.02,0.1,0.08,0.1,standard
ITA-Serie A,2024,Udinese,Daniele Padelli,ITA,GK,39-168,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Udinese,Enzo Ebosse,CMR,DF,26-031,1999,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
ITA-Serie A,2024,Udinese,Florian Thauvin,FRA,"FW,MF",32-075,1993,25,24,1956,21.7,8,3,11,7,1,3,0,0,8.1,5.7,3.8,9.5,92,90,148,0.37,0.14,0.51,0.32,0.46,0.37,0.18,0.55,0.26,0.44,standard
ITA-Serie A,2024,Udinese,Hassane Kamara,CIV,DF,31-037,1994,24,19,1549,17.2,1,3,4,1,0,0,7,1,0.8,0.8,1.7,2.5,39,50,76,0.06,0.17,0.23,0.06,0.23,0.05,0.1,0.14,0.05,0.14,standard
ITA-Serie A,2024,Udinese,Iker Bravo,ESP,"FW,MF",20-088,2005,23,3,536,6.0,2,1,3,2,0,0,3,0,0.8,0.8,0.4,1.2,3,14,30,0.34,0.17,0.5,0.34,0.5,0.14,0.06,0.2,0.14,0.2,standard
ITA-Serie A,2024,Udinese,Jaka Bijol,SVN,DF,26-065,1999,29,29,2610,29.0,1,0,1,1,0,0,8,0,2.0,2.0,0.5,2.5,16,81,5,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,standard
ITA-Serie A,2024,Udinese,James Abankwah,IRL,"DF,MF",21-085,2004,6,0,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,4,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard
ITA-Serie A,2024,Udinese,Jesper Karlström,SWE,MF,29-294,1995,30,29,2556,28.4,0,2,2,0,0,0,6,0,0.5,0.5,0.8,1.3,14,105,33,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.05,0.02,0.05,standard
ITA-Serie A,2024,Udinese,Jordan Zemura,ZIM,DF,25-148,1999,21,12,1263,14.0,1,2,3,1,0,0,2,0,0.9,0.9,0.9,1.8,24,40,73,0.07,0.14,0.21,0.07,0.21,0.07,0.06,0.13,0.07,0.13,standard
ITA-Serie A,2024,Udinese,Jurgen Ekkelenkamp,NED,MF,25-006,2000,27,15,1501,16.7,3,2,5,3,0,0,2,0,1.8,1.8,1.1,2.8,28,54,65,0.18,0.12,0.3,0.18,0.3,0.11,0.06,0.17,0.11,0.17,standard
ITA-Serie A,2024,Udinese,Keinan Davis,ENG,FW,27-057,1998,17,6,709,7.9,2,1,3,2,0,0,2,0,1.5,1.5,2.0,3.5,16,20,46,0.25,0.13,0.38,0.25,0.38,0.19,0.25,0.44,0.19,0.44,standard
ITA-Serie A,2024,Udinese,Kingsley Ehizibue,NED,DF,29-321,1995,28,25,2081,23.1,0,1,1,0,0,0,4,0,1.2,1.2,1.9,3.1,47,45,103,0.0,0.04,0.04,0.0,0.04,0.05,0.08,0.13,0.05,0.13,standard
ITA-Serie A,2024,Udinese,Lautaro Gianetti,ARG,DF,31-149,1993,12,11,840,9.3,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0,18,3,0.11,0.0,0.11,0.11,0.11,0.01,0.01,0.02,0.0,0.01,standard
ITA-Serie A,2024,Udinese,Lorenzo Lucca,ITA,FW,24-213,2000,30,25,2149,23.9,10,1,11,9,1,1,9,0,6.8,6.0,1.5,7.6,15,16,88,0.42,0.04,0.46,0.38,0.42,0.29,0.06,0.35,0.25,0.32,standard
ITA-Serie A,2024,Udinese,Maduka Okoye,NGA,GK,25-226,1999,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Udinese,Martín Payero,ARG,MF,26-212,1998,21,13,1136,12.6,1,1,2,1,0,0,4,0,0.9,0.9,1.0,1.9,25,42,37,0.08,0.08,0.16,0.08,0.16,0.07,0.08,0.15,0.07,0.15,standard
ITA-Serie A,2024,Udinese,Nehuén Pérez,ARG,DF,24-291,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Udinese,Oier Zarraga,ESP,MF,26-097,1999,17,6,641,7.1,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,4,19,17,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,standard
ITA-Serie A,2024,Udinese,Oumar Solet,FRA,DF,25-063,2000,12,12,1042,11.6,1,1,2,1,0,0,3,1,0.7,0.7,0.5,1.2,12,38,4,0.09,0.09,0.17,0.09,0.17,0.06,0.05,0.1,0.06,0.1,standard
ITA-Serie A,2024,Udinese,Razvan Sava,ROU,GK,22-294,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Udinese,Rui Modesto,ANG,"DF,MF",25-186,1999,14,2,301,3.3,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,6,8,18,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16,standard
ITA-Serie A,2024,Udinese,Sandi Lovrić,SVN,MF,27-014,1998,30,27,1982,22.0,2,3,5,2,0,0,4,0,2.3,2.3,3.1,5.4,53,104,63,0.09,0.14,0.23,0.09,0.23,0.11,0.14,0.24,0.11,0.24,standard
ITA-Serie A,2024,Udinese,Simone Pafundi,ITA,"MF,FW",19-056,2006,6,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
ITA-Serie A,2024,Udinese,Souleymane Touré,FRA,DF,22-014,2003,12,11,733,8.1,1,0,1,1,0,0,2,2,0.4,0.4,0.0,0.4,6,26,3,0.12,0.0,0.12,0.12,0.12,0.05,0.01,0.05,0.05,0.05,standard
ITA-Serie A,2024,Udinese,Thomas Kristensen,DEN,DF,23-084,2002,19,14,1319,14.7,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,15,56,14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
ITA-Serie A,2024,Venezia,Alessandro Marcandalli,ITA,DF,22-198,2002,4,3,192,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
ITA-Serie A,2024,Venezia,Alessio Zerbin,ITA,DF,26-039,1999,11,10,896,10.0,1,0,1,1,0,0,2,0,1.5,1.5,1.0,2.5,34,38,42,0.1,0.0,0.1,0.1,0.1,0.15,0.1,0.25,0.15,0.25,standard
ITA-Serie A,2024,Venezia,Alfred Duncan,GHA,MF,32-032,1993,15,12,938,10.4,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,11,52,12,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.18,0.07,0.18,standard
ITA-Serie A,2024,Venezia,Antonio Candela,ITA,DF,24-349,2000,14,12,1008,11.2,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.2,12,27,25,0.0,0.09,0.09,0.0,0.09,0.03,0.07,0.11,0.03,0.11,standard
ITA-Serie A,2024,Venezia,Antonio Raimondo,ITA,"FW,DF",21-024,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,7,0.0,0.0,0.0,0.0,0.0,0.31,0.09,0.4,0.31,0.4,standard
ITA-Serie A,2024,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24-335,2000,9,1,165,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard
ITA-Serie A,2024,Venezia,Cheick Oumar Conde,GUI,MF,24-259,2000,5,0,38,0.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,standard
ITA-Serie A,2024,Venezia,Christian Gytkjær,DEN,FW,34-340,1990,23,3,430,4.8,2,0,2,1,1,1,0,0,1.6,0.9,0.1,1.0,2,4,31,0.42,0.0,0.42,0.21,0.21,0.34,0.03,0.37,0.18,0.21,standard
ITA-Serie A,2024,Venezia,Daniel Fila,CZE,FW,22-233,2002,6,4,312,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.8,5,8,21,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22,standard
ITA-Serie A,2024,Venezia,Domen Črnigoj,SVN,MF,29-144,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,6,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard
ITA-Serie A,2024,Venezia,Fali Candé,GNB,DF,27-077,1998,10,10,900,10.0,0,1,1,0,0,0,3,0,0.4,0.4,0.5,0.8,2,25,0,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.08,0.04,0.08,standard
ITA-Serie A,2024,Venezia,Filip Stankovic,SRB,GK,23-045,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Venezia,Francesco Zampano,ITA,DF,31-193,1993,21,17,1599,17.8,1,2,3,1,0,0,5,0,1.0,1.0,0.8,1.8,42,39,78,0.06,0.11,0.17,0.06,0.17,0.05,0.04,0.1,0.05,0.1,standard
ITA-Serie A,2024,Venezia,Franco Carboni,ITA,DF,22-007,2003,8,3,226,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,standard
ITA-Serie A,2024,Venezia,Gaetano Oristanio,ITA,"MF,FW",22-195,2002,31,26,2084,23.2,2,3,5,2,0,0,3,0,3.3,3.3,2.5,5.8,63,61,119,0.09,0.13,0.22,0.09,0.22,0.14,0.11,0.25,0.14,0.25,standard
ITA-Serie A,2024,Venezia,Gianluca Busio,USA,MF,22-318,2002,27,22,2020,22.4,1,0,1,1,0,0,3,0,1.7,1.7,1.2,2.8,52,79,113,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.13,0.07,0.13,standard
ITA-Serie A,2024,Venezia,Giorgio Altare,ITA,DF,26-245,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Venezia,Hans Nicolussi Caviglia,ITA,MF,24-297,2000,28,26,2231,24.8,4,2,6,4,0,0,7,1,1.6,1.6,1.4,3.0,17,103,21,0.16,0.08,0.24,0.16,0.24,0.06,0.06,0.12,0.06,0.12,standard
ITA-Serie A,2024,Venezia,Ionuț Radu,ROU,GK,27-318,1997,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Venezia,Issa Doumbia,CIV,MF,21-177,2003,18,8,744,8.3,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,10,21,22,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,standard
